full_date,day_of_week_en,day,month_en,year,country,holiday_name,season
4/5/2019,Friday,5,April,2019,Macau,Cheng Ming Festival,Obligatory Holiday
4/19/2019,Friday,19,April,2019,Macau,Good Friday,Public Holiday
4/20/2019,Saturday,20,April,2019,Macau,Holy Saturday,Public Holiday
4/22/2019,Monday,22,April,2019,Macau,Holy Saturday Holiday,Public Employees
5/1/2019,Wednesday,1,May,2019,Macau,Labor Day / May Day,Obligatory Holiday
5/12/2019,Sunday,12,May,2019,Macau,Buddha's Birthday,Public Holiday
5/13/2019,Monday,13,May,2019,Macau,Buddha's Birthday Holiday,Public Employees
6/7/2019,Friday,7,June,2019,Macau,Dragon Boat Festival,Public Holiday
6/21/2019,Friday,21,June,2019,Macau,June Solstice,Season
9/14/2019,Saturday,14,September,2019,Macau,Day after the Mid-Autumn-Festival,Obligatory Holiday
9/16/2019,Monday,16,September,2019,Macau,Mid-Autumn Festival Holiday,Public Employees
9/23/2019,Monday,23,September,2019,Macau,September Equinox,Season
10/1/2019,Tuesday,1,October,2019,Macau,National Day of the People's Republic of China,Obligatory Holiday
10/2/2019,Wednesday,2,October,2019,Macau,Day after PRC National Day,Public Holiday
10/7/2019,Monday,7,October,2019,Macau,Chong Yeung Festival (Festival of Ancestors),Obligatory Holiday
11/2/2019,Saturday,2,November,2019,Macau,All Soul's Day,Public Holiday
11/4/2019,Monday,4,November,2019,Macau,All Soul's Day Holiday,Public Employees
12/8/2019,Sunday,8,December,2019,Macau,Feast of the Immaculate Conception,Public Holiday
12/9/2019,Monday,9,December,2019,Macau,Feast of the Immaculate Conception Holiday,Public Employees
12/20/2019,Friday,20,December,2019,Macau,Macau S.A.R. Establishment Day,Obligatory Holiday
12/22/2019,Sunday,22,December,2019,Macau,December Solstice,Season
12/22/2019,Sunday,22,December,2019,Macau,Winter Solstice,Public Holiday
12/23/2019,Monday,23,December,2019,Macau,Winter Solstice Holiday,Public Employees
12/24/2019,Tuesday,24,December,2019,Macau,Christmas Eve,Public Holiday
12/25/2019,Wednesday,25,December,2019,Macau,Christmas Day,Public Holiday
12/31/2019,Tuesday,31,December,2019,Macau,New Year's Eve,Observance
12/31/2019,Tuesday,31,December,2019,Macau,New Year's Eve Afternoon,Half Day for Public Employees
1/1/2019,Tuesday,1,January,2019,Madagascar,New Year's Day,Public Holiday
3/8/2019,Friday,8,March,2019,Madagascar,International Women's Day,Observance
3/21/2019,Thursday,21,March,2019,Madagascar,March Equinox,Season
3/29/2019,Friday,29,March,2019,Madagascar,Martyrs' Day,Public Holiday
4/22/2019,Monday,22,April,2019,Madagascar,Easter Monday,Public Holiday
5/1/2019,Wednesday,1,May,2019,Madagascar,Labor Day,Public Holiday
5/30/2019,Thursday,30,May,2019,Madagascar,Ascension Day,Public Holiday
6/5/2019,Wednesday,5,June,2019,Madagascar,Eid al-Fitr,Public Holiday
6/10/2019,Monday,10,June,2019,Madagascar,Whit Monday,Public Holiday
6/21/2019,Friday,21,June,2019,Madagascar,June Solstice,Season
6/26/2019,Wednesday,26,June,2019,Madagascar,Independence Day,Public Holiday
8/15/2019,Thursday,15,August,2019,Madagascar,Assumption of Mary,Public Holiday
9/23/2019,Monday,23,September,2019,Madagascar,September Equinox,Season
11/1/2019,Friday,1,November,2019,Madagascar,All Saints' Day,Public Holiday
12/11/2019,Wednesday,11,December,2019,Madagascar,Republic Day,Public Holiday
12/22/2019,Sunday,22,December,2019,Madagascar,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Madagascar,Christmas Day,Public Holiday
12/31/2019,Tuesday,31,December,2019,Madagascar,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Malawi,New Year,Public Holiday
1/15/2019,Tuesday,15,January,2019,Malawi,John Chilembwe Day,Public Holiday
3/3/2019,Sunday,3,March,2019,Malawi,Martyrs' Day,Public Holiday
3/4/2019,Monday,4,March,2019,Malawi,Day off for Martyrs' Day,Public Holiday
3/20/2019,Wednesday,20,March,2019,Malawi,March Equinox,Season
4/19/2019,Friday,19,April,2019,Malawi,Good Friday,Public Holiday
4/20/2019,Saturday,20,April,2019,Malawi,Easter Saturday,Public Holiday
4/22/2019,Monday,22,April,2019,Malawi,Easter Monday,Public Holiday
5/1/2019,Wednesday,1,May,2019,Malawi,May Day,Public Holiday
5/14/2019,Tuesday,14,May,2019,Malawi,Kamuzu Day,Public Holiday
6/5/2019,Wednesday,5,June,2019,Malawi,Eid al-Fitr,Public Holiday
6/21/2019,Friday,21,June,2019,Malawi,June Solstice,Season
7/6/2019,Saturday,6,July,2019,Malawi,Independence Day,Public Holiday
7/8/2019,Monday,8,July,2019,Malawi,Day off for Independence Day,Public Holiday
9/23/2019,Monday,23,September,2019,Malawi,September Equinox,Season
10/15/2019,Tuesday,15,October,2019,Malawi,Mother's Day,Public Holiday
12/22/2019,Sunday,22,December,2019,Malawi,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Malawi,Christmas Day,Public Holiday
12/26/2019,Thursday,26,December,2019,Malawi,Boxing Day,Public Holiday
1/1/2019,Tuesday,1,January,2019,Malaysia,New Year's Day,Common local holiday
1/14/2019,Monday,14,January,2019,Malaysia,Birthday of Yang di-Pertuan Besar,"All except JHR, KDH, KTN, PLS, TRG"
1/21/2019,Monday,21,January,2019,Malaysia,Thaipusam,Common local holiday
2/1/2019,Friday,1,February,2019,Malaysia,Federal Territory Day,Negeri Sembilan
2/5/2019,Tuesday,5,February,2019,Malaysia,Chinese Lunar New Year's Day,Common local holiday
2/6/2019,Wednesday,6,February,2019,Malaysia,Second day of Chinese Lunar New Year,"JHR, KUL, NSN, PJY, PNG, PRK, SGR"
2/14/2019,Thursday,14,February,2019,Malaysia,Valentine's Day,Common local holiday
3/4/2019,Monday,4,March,2019,Malaysia,Maha Shivaratri,"KUL, LBN, PJY"
3/4/2019,Monday,4,March,2019,Malaysia,Anniversary of the coronation of the Sultan of Terengganu,Federal Public Holiday
3/21/2019,Thursday,21,March,2019,Malaysia,March Equinox, 
3/21/2019,Thursday,21,March,2019,Malaysia,Holi,Federal Public Holiday
3/23/2019,Saturday,23,March,2019,Malaysia,Birthday of the Sultan of Johor, 
4/3/2019,Wednesday,3,April,2019,Malaysia,Isra and Mi'raj,Observance
4/15/2019,Monday,15,April,2019,Malaysia,Declaration of Malacca as Historical City, 
4/19/2019,Friday,19,April,2019,Malaysia,Good Friday,Hindu Holiday
4/21/2019,Sunday,21,April,2019,Malaysia,Easter Sunday, 
4/27/2019,Saturday,27,April,2019,Malaysia,Birthday of the Sultan of Terengganu,Common local holiday
5/1/2019,Wednesday,1,May,2019,Malaysia,Labour Day,Terengganu
5/6/2019,Monday,6,May,2019,Malaysia,Ramadan begins,Season
5/7/2019,Tuesday,7,May,2019,Malaysia,Pahang State Holiday, 
5/19/2019,Sunday,19,May,2019,Malaysia,Wesak Day,Hindu Holiday
5/20/2019,Monday,20,May,2019,Malaysia,Wesak Day observed, 
5/22/2019,Wednesday,22,May,2019,Malaysia,Nuzul Al-Quran,Common local holiday
5/30/2019,Thursday,30,May,2019,Malaysia,Harvest Festival,Johor
5/31/2019,Friday,31,May,2019,Malaysia,Harvest Festival Day 2,Common local holiday
6/1/2019,Saturday,1,June,2019,Malaysia,Gawai Dayak,"KDH, NSN, PLS"
6/2/2019,Sunday,2,June,2019,Malaysia,Gawai Dayak Holiday,Common local holiday
6/3/2019,Monday,3,June,2019,Malaysia,Gawai Dayak Holiday observed,Malacca
6/5/2019,Wednesday,5,June,2019,Malaysia,Hari Raya Puasa,Common local holiday
6/6/2019,Thursday,6,June,2019,Malaysia,Hari Raya Puasa Day 2,"Sabah, Sarawak"
6/21/2019,Friday,21,June,2019,Malaysia,June Solstice,Observance
7/7/2019,Sunday,7,July,2019,Malaysia,George Town World Heritage City Day, 
7/13/2019,Saturday,13,July,2019,Malaysia,Penang Governor's Birthday,Common local holiday
7/17/2019,Wednesday,17,July,2019,Malaysia,Birthday of the Raja of Perlis,Terengganu
7/22/2019,Monday,22,July,2019,Malaysia,Sarawak Independence Day,Federal Public Holiday
7/30/2019,Tuesday,30,July,2019,Malaysia,Additional Public Holiday, 
8/11/2019,Sunday,11,August,2019,Malaysia,Hari Raya Haji,Common local holiday
8/12/2019,Monday,12,August,2019,Malaysia,Hari Raya Haji (Day 2),"JHR, KDH, MLK"
8/15/2019,Thursday,15,August,2019,Malaysia,Raksha Bandhan,Common local holiday
8/24/2019,Saturday,24,August,2019,Malaysia,Janmashtami,Pahang
8/31/2019,Saturday,31,August,2019,Malaysia,Malaysia's National Day,Federal Public Holiday
9/1/2019,Sunday,1,September,2019,Malaysia,Muharram/New Year, 
9/2/2019,Monday,2,September,2019,Malaysia,Ganesh Chaturthi,Federal Public Holiday
9/9/2019,Monday,9,September,2019,Malaysia,The Yang di-Pertuan Agong's Birthday, 
9/16/2019,Monday,16,September,2019,Malaysia,Malaysia Day,Common local holiday
9/23/2019,Monday,23,September,2019,Malaysia,September Equinox,"KTN, KUL, LBN, PHG, PJY, PLS, PNG, PRK, SGR, TRG"
9/29/2019,Sunday,29,September,2019,Malaysia,Navaratri,Common local holiday
10/5/2019,Saturday,5,October,2019,Malaysia,Birthday of the Governor of Sabah,"Labuan, Sabah"
10/5/2019,Saturday,5,October,2019,Malaysia,Almarhum Sultan Iskandar Hol Day,Common local holiday
10/8/2019,Tuesday,8,October,2019,Malaysia,Dussehra,"Labuan, Sabah"
10/11/2019,Friday,11,October,2019,Malaysia,Birthday of the Governor of Malacca,Common local holiday
10/12/2019,Saturday,12,October,2019,Malaysia,Birthday of the Governor of Sarawak,Sarawak
10/24/2019,Thursday,24,October,2019,Malaysia,Birthday of the Sultan of Pahang,Common local holiday
10/27/2019,Sunday,27,October,2019,Malaysia,Diwali/Deepavali,Sarawak
10/28/2019,Monday,28,October,2019,Malaysia,Diwali/Deepavali,Common local holiday
11/1/2019,Friday,1,November,2019,Malaysia,Birthday of the Sultan of Perak,Sarawak
11/9/2019,Saturday,9,November,2019,Malaysia,The Prophet Muhammad's Birthday,Federal Public Holiday
11/11/2019,Monday,11,November,2019,Malaysia,Birthday of the Sultan of Kelantan, 
11/12/2019,Tuesday,12,November,2019,Malaysia,Birthday of the Sultan of Kelantan (Day 2),Federal Public Holiday
12/11/2019,Wednesday,11,December,2019,Malaysia,Birthday of the Sultan of Selangor, 
12/22/2019,Sunday,22,December,2019,Malaysia,December Solstice,Season
12/24/2019,Tuesday,24,December,2019,Malaysia,Christmas Eve, 
12/25/2019,Wednesday,25,December,2019,Malaysia,Christmas Day,Local holiday
12/31/2019,Tuesday,31,December,2019,Malaysia,New Year's Eve,Penang
1/1/2019,Tuesday,1,January,2019,Malaysia,New Year's Day,Local holiday
1/14/2019,Monday,14,January,2019,Malaysia,Birthday of Yang di-Pertuan Besar,Penang
1/21/2019,Monday,21,January,2019,Malaysia,Thaipusam,Local holiday
2/1/2019,Friday,1,February,2019,Malaysia,Federal Territory Day,Perlis
2/5/2019,Tuesday,5,February,2019,Malaysia,Chinese Lunar New Year's Day,Common local holiday
2/6/2019,Wednesday,6,February,2019,Malaysia,Second day of Chinese Lunar New Year,Sarawak
2/14/2019,Thursday,14,February,2019,Malaysia,Valentine's Day,Federal Public Holiday
3/4/2019,Monday,4,March,2019,Malaysia,Maha Shivaratri, 
3/4/2019,Monday,4,March,2019,Malaysia,Anniversary of the coronation of the Sultan of Terengganu,Federal Public Holiday
3/21/2019,Thursday,21,March,2019,Malaysia,March Equinox, 
3/21/2019,Thursday,21,March,2019,Malaysia,Holi,Common local holiday
3/23/2019,Saturday,23,March,2019,Malaysia,Birthday of the Sultan of Johor,"KDH, KTN, PLS, TRG"
4/3/2019,Wednesday,3,April,2019,Malaysia,Isra and Mi'raj,Hindu Holiday
4/15/2019,Monday,15,April,2019,Malaysia,Declaration of Malacca as Historical City, 
4/19/2019,Friday,19,April,2019,Malaysia,Good Friday,Hindu Holiday
4/21/2019,Sunday,21,April,2019,Malaysia,Easter Sunday, 
4/27/2019,Saturday,27,April,2019,Malaysia,Birthday of the Sultan of Terengganu,Federal Public Holiday
5/1/2019,Wednesday,1,May,2019,Malaysia,Labour Day, 
5/6/2019,Monday,6,May,2019,Malaysia,Ramadan begins,Federal Public Holiday
5/7/2019,Tuesday,7,May,2019,Malaysia,Pahang State Holiday, 
5/19/2019,Sunday,19,May,2019,Malaysia,Wesak Day,Hindu Holiday
5/20/2019,Monday,20,May,2019,Malaysia,Wesak Day observed, 
5/22/2019,Wednesday,22,May,2019,Malaysia,Nuzul Al-Quran,Federal Public Holiday
5/30/2019,Thursday,30,May,2019,Malaysia,Harvest Festival, 
5/31/2019,Friday,31,May,2019,Malaysia,Harvest Festival Day 2,Federal Public Holiday
6/1/2019,Saturday,1,June,2019,Malaysia,Gawai Dayak, 
6/2/2019,Sunday,2,June,2019,Malaysia,Gawai Dayak Holiday,Season
6/3/2019,Monday,3,June,2019,Malaysia,Gawai Dayak Holiday observed, 
6/5/2019,Wednesday,5,June,2019,Malaysia,Hari Raya Puasa,Hindu Holiday
6/6/2019,Thursday,6,June,2019,Malaysia,Hari Raya Puasa Day 2, 
6/21/2019,Friday,21,June,2019,Malaysia,June Solstice,Common local holiday
7/7/2019,Sunday,7,July,2019,Malaysia,George Town World Heritage City Day,Sabah
7/13/2019,Saturday,13,July,2019,Malaysia,Penang Governor's Birthday,Common local holiday
7/17/2019,Wednesday,17,July,2019,Malaysia,Birthday of the Raja of Perlis,Johor
7/22/2019,Monday,22,July,2019,Malaysia,Sarawak Independence Day,Hindu Holiday
7/30/2019,Tuesday,30,July,2019,Malaysia,Additional Public Holiday, 
8/11/2019,Sunday,11,August,2019,Malaysia,Hari Raya Haji,Common local holiday
8/12/2019,Monday,12,August,2019,Malaysia,Hari Raya Haji (Day 2),Malacca
8/15/2019,Thursday,15,August,2019,Malaysia,Raksha Bandhan,Common local holiday
8/24/2019,Saturday,24,August,2019,Malaysia,Janmashtami,Sarawak
8/31/2019,Saturday,31,August,2019,Malaysia,Malaysia's National Day,Common local holiday
9/1/2019,Sunday,1,September,2019,Malaysia,Muharram/New Year,Pahang
9/2/2019,Monday,2,September,2019,Malaysia,Ganesh Chaturthi,Common local holiday
9/9/2019,Monday,9,September,2019,Malaysia,The Yang di-Pertuan Agong's Birthday,All except SWK
9/16/2019,Monday,16,September,2019,Malaysia,Malaysia Day,Common local holiday
9/23/2019,Monday,23,September,2019,Malaysia,September Equinox,"All except JHR, KDH, KTN, TRG"
9/29/2019,Sunday,29,September,2019,Malaysia,Navaratri,Common local holiday
10/5/2019,Saturday,5,October,2019,Malaysia,Birthday of the Governor of Sabah,Perak
10/5/2019,Saturday,5,October,2019,Malaysia,Almarhum Sultan Iskandar Hol Day,Federal Public Holiday
10/8/2019,Tuesday,8,October,2019,Malaysia,Dussehra, 
10/11/2019,Friday,11,October,2019,Malaysia,Birthday of the Governor of Malacca,Common local holiday
10/12/2019,Saturday,12,October,2019,Malaysia,Birthday of the Governor of Sarawak,Kelantan
10/24/2019,Thursday,24,October,2019,Malaysia,Birthday of the Sultan of Pahang,Common local holiday
10/27/2019,Sunday,27,October,2019,Malaysia,Diwali/Deepavali,Kelantan
10/28/2019,Monday,28,October,2019,Malaysia,Diwali/Deepavali,Common local holiday
11/1/2019,Friday,1,November,2019,Malaysia,Birthday of the Sultan of Perak,Selangor
11/9/2019,Saturday,9,November,2019,Malaysia,The Prophet Muhammad's Birthday,Season
11/11/2019,Monday,11,November,2019,Malaysia,Birthday of the Sultan of Kelantan, 
11/12/2019,Tuesday,12,November,2019,Malaysia,Birthday of the Sultan of Kelantan (Day 2),Observance
12/11/2019,Wednesday,11,December,2019,Malaysia,Birthday of the Sultan of Selangor, 
12/22/2019,Sunday,22,December,2019,Malaysia,December Solstice,Federal Public Holiday
12/24/2019,Tuesday,24,December,2019,Malaysia,Christmas Eve, 
12/25/2019,Wednesday,25,December,2019,Malaysia,Christmas Day,Observance
12/31/2019,Tuesday,31,December,2019,Malaysia,New Year's Eve, 
1/1/2019,Tuesday,1,January,2019,Maldives,New Year's Day,Public Holiday
2/7/2019,Thursday,7,February,2019,Maldives,Presidential Address Holiday,Public Holiday
3/21/2019,Thursday,21,March,2019,Maldives,March Equinox,Season
4/7/2019,Sunday,7,April,2019,Maldives,Election Day Holiday,Public Holiday
5/1/2019,Wednesday,1,May,2019,Maldives,Labor Day / May Day,Public Holiday
5/5/2019,Sunday,5,May,2019,Maldives,Ramadan Eve Public Holiday,Public Holiday
5/6/2019,Monday,6,May,2019,Maldives,Ramadan Start,Public Holiday
6/4/2019,Tuesday,4,June,2019,Maldives,Eid ul Fitr,Public Holiday
6/5/2019,Wednesday,5,June,2019,Maldives,Eid al Fitr Holiday,Public Holiday
6/6/2019,Thursday,6,June,2019,Maldives,Eid al Fitr Holiday,Public Holiday
6/21/2019,Friday,21,June,2019,Maldives,June Solstice,Season
7/26/2019,Friday,26,July,2019,Maldives,Independence Day,Public Holiday
7/27/2019,Saturday,27,July,2019,Maldives,Independence Day Holiday,Public Holiday
8/10/2019,Saturday,10,August,2019,Maldives,Hajj Day,Public Holiday
8/11/2019,Sunday,11,August,2019,Maldives,Eid ul Adha,Public Holiday
8/12/2019,Monday,12,August,2019,Maldives,Eid ul Adha Holiday,Bank holiday
8/13/2019,Tuesday,13,August,2019,Maldives,Eid ul Adha Holiday,Bank holiday
8/14/2019,Wednesday,14,August,2019,Maldives,Eid ul Adha Holiday,Bank holiday
8/31/2019,Saturday,31,August,2019,Maldives,Muharram/Islamic New Year,Public Holiday
9/23/2019,Monday,23,September,2019,Maldives,September Equinox,Season
10/29/2019,Tuesday,29,October,2019,Maldives,National Day,Public Holiday
11/3/2019,Sunday,3,November,2019,Maldives,Victory Day,Public Holiday
11/9/2019,Saturday,9,November,2019,Maldives,Milad un Nabi (Mawlid),Public Holiday
11/10/2019,Sunday,10,November,2019,Maldives,Milad un Nabi (Mawlid) Holiday,Public Holiday
11/11/2019,Monday,11,November,2019,Maldives,Republic Day,Public Holiday
11/29/2019,Friday,29,November,2019,Maldives,The Day Maldives Embraced Islam,Public Holiday
12/22/2019,Sunday,22,December,2019,Maldives,December Solstice,Season
1/1/2019,Tuesday,1,January,2019,Mali,New Year,Public Holiday
1/20/2019,Sunday,20,January,2019,Mali,Army Day,Public Holiday
3/20/2019,Wednesday,20,March,2019,Mali,March Equinox,Season
3/26/2019,Tuesday,26,March,2019,Mali,Martyrs' Day,Public Holiday
4/22/2019,Monday,22,April,2019,Mali,Easter Monday,Public Holiday
5/1/2019,Wednesday,1,May,2019,Mali,Workers' Day,Public Holiday
5/25/2019,Saturday,25,May,2019,Mali,Africa Day,Public Holiday
6/3/2019,Monday,3,June,2019,Mali,Eid al-Fitr,Public Holiday
6/10/2019,Monday,10,June,2019,Mali,Whit Monday,Observance
6/21/2019,Friday,21,June,2019,Mali,June Solstice,Season
8/11/2019,Sunday,11,August,2019,Mali,Eid al-Adha,Public Holiday
9/22/2019,Sunday,22,September,2019,Mali,Independence Day,Public Holiday
9/23/2019,Monday,23,September,2019,Mali,September Equinox,Season
11/10/2019,Sunday,10,November,2019,Mali,The Prophet's Birthday,Public Holiday
11/16/2019,Saturday,16,November,2019,Mali,Baptism of the Prophet,Public Holiday
12/22/2019,Sunday,22,December,2019,Mali,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Mali,Christmas Day,Public Holiday
1/1/2019,Tuesday,1,January,2019,Malta,New Year's Day,Public holiday
2/10/2019,Sunday,10,February,2019,Malta,Feast of Saint Paul's Shipwreck,Public holiday
3/19/2019,Tuesday,19,March,2019,Malta,Feast of Saint Joseph,Public holiday
3/31/2019,Sunday,31,March,2019,Malta,Freedom Day,National holiday
4/19/2019,Friday,19,April,2019,Malta,Good Friday,Public holiday
4/21/2019,Sunday,21,April,2019,Malta,Easter Sunday,Observance
4/22/2019,Monday,22,April,2019,Malta,Easter Monday,Observance
4/22/2019,Monday,22,April,2019,Malta,Bank Holiday,Bank holiday
5/1/2019,Wednesday,1,May,2019,Malta,Labour Day/May Day,Public holiday
6/7/2019,Friday,7,June,2019,Malta,Sette Giugno,National holiday
6/29/2019,Saturday,29,June,2019,Malta,Feast of Saints Peter and Paul,Public holiday
8/15/2019,Thursday,15,August,2019,Malta,The Feast of Mary's Assumption,Public holiday
9/8/2019,Sunday,8,September,2019,Malta,The Feast of Our Lady of Victories,National holiday
9/21/2019,Saturday,21,September,2019,Malta,Independence Day,National holiday
12/8/2019,Sunday,8,December,2019,Malta,Feast of the Immaculate Conception,Public holiday
12/13/2019,Friday,13,December,2019,Malta,Republic Day,National holiday
12/24/2019,Tuesday,24,December,2019,Malta,Christmas Eve,Observance
12/25/2019,Wednesday,25,December,2019,Malta,Christmas Day,Public holiday
12/26/2019,Thursday,26,December,2019,Malta,Boxing Day,Observance
12/26/2019,Thursday,26,December,2019,Malta,Bank Holiday,Bank holiday
12/31/2019,Tuesday,31,December,2019,Malta,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Marshall Islands,New Year's Day,Public Holiday
3/1/2019,Friday,1,March,2019,Marshall Islands,Remembrance Day,Public Holiday
3/21/2019,Thursday,21,March,2019,Marshall Islands,March Equinox,Season
4/19/2019,Friday,19,April,2019,Marshall Islands,Good Friday,Public Holiday
5/1/2019,Wednesday,1,May,2019,Marshall Islands,Constitution Day,Public Holiday
6/7/2019,Friday,7,June,2019,Marshall Islands,Youth Day,Public Holiday
6/22/2019,Saturday,22,June,2019,Marshall Islands,June Solstice,Season
7/5/2019,Friday,5,July,2019,Marshall Islands,Fishermen's Day,Public Holiday
9/6/2019,Friday,6,September,2019,Marshall Islands,Labor Day,Public Holiday
9/23/2019,Monday,23,September,2019,Marshall Islands,September Equinox,Season
9/27/2019,Friday,27,September,2019,Marshall Islands,Manit Day,Public Holiday
11/17/2019,Sunday,17,November,2019,Marshall Islands,President's Day,Public Holiday
11/18/2019,Monday,18,November,2019,Marshall Islands,President's Day observed,Public Holiday
12/6/2019,Friday,6,December,2019,Marshall Islands,Gospel Day,Public Holiday
12/22/2019,Sunday,22,December,2019,Marshall Islands,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Marshall Islands,Christmas Day,Public Holiday
12/31/2019,Tuesday,31,December,2019,Marshall Islands,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Martinique,New Year,Public Holiday
3/4/2019,Monday,4,March,2019,Martinique,Carnival / Shrove Monday,Observance
3/5/2019,Tuesday,5,March,2019,Martinique,Carnival / Shrove Tuesday,Observance
3/6/2019,Wednesday,6,March,2019,Martinique,Carnival / Ash Wednesday,Observance
3/20/2019,Wednesday,20,March,2019,Martinique,March Equinox,Season
4/22/2019,Monday,22,April,2019,Martinique,Easter Monday,Public Holiday
5/1/2019,Wednesday,1,May,2019,Martinique,Labor Day,Public Holiday
5/8/2019,Wednesday,8,May,2019,Martinique,Victory Day,Public Holiday
5/30/2019,Thursday,30,May,2019,Martinique,Ascension Day,Public Holiday
6/10/2019,Monday,10,June,2019,Martinique,Whit Monday,Public Holiday
6/21/2019,Friday,21,June,2019,Martinique,June Solstice,Season
7/14/2019,Sunday,14,July,2019,Martinique,Bastille Day,Public Holiday
8/15/2019,Thursday,15,August,2019,Martinique,Assumption of Mary,Public Holiday
9/23/2019,Monday,23,September,2019,Martinique,September Equinox,Season
11/1/2019,Friday,1,November,2019,Martinique,All Saints' Day,Public Holiday
11/11/2019,Monday,11,November,2019,Martinique,Armistice Day,Public Holiday
12/22/2019,Sunday,22,December,2019,Martinique,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Martinique,Christmas Day,Public Holiday
12/31/2019,Tuesday,31,December,2019,Martinique,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Mauritania,New Year's Day,Public Holiday
3/20/2019,Wednesday,20,March,2019,Mauritania,March Equinox,Season
5/1/2019,Wednesday,1,May,2019,Mauritania,Labor Day / May Day,Public Holiday
5/25/2019,Saturday,25,May,2019,Mauritania,Africa Day,Public Holiday
6/4/2019,Tuesday,4,June,2019,Mauritania,Eid ul Fitr,Public Holiday
6/21/2019,Friday,21,June,2019,Mauritania,June Solstice,Season
8/12/2019,Monday,12,August,2019,Mauritania,Eid ul Adha,Public Holiday
9/1/2019,Sunday,1,September,2019,Mauritania,Muharram/Islamic New Year,Public Holiday
9/23/2019,Monday,23,September,2019,Mauritania,September Equinox,Season
11/10/2019,Sunday,10,November,2019,Mauritania,Milad un Nabi (Mawlid),Public Holiday
11/28/2019,Thursday,28,November,2019,Mauritania,Independence Day,Public Holiday
12/22/2019,Sunday,22,December,2019,Mauritania,December Solstice,Season
1/1/2019,Tuesday,1,January,2019,Mauritius,New Year,Public Holiday
1/2/2019,Wednesday,2,January,2019,Mauritius,New Year (Day 2),Public Holiday
1/21/2019,Monday,21,January,2019,Mauritius,Thaipoosam Cavadee,Public Holiday
2/1/2019,Friday,1,February,2019,Mauritius,Abolition of Slavery,Public Holiday
2/5/2019,Tuesday,5,February,2019,Mauritius,Chinese Spring Festival,Public Holiday
3/4/2019,Monday,4,March,2019,Mauritius,Maha Shivaratree,Public Holiday
3/12/2019,Tuesday,12,March,2019,Mauritius,National Day,Public Holiday
3/21/2019,Thursday,21,March,2019,Mauritius,March Equinox,Season
3/21/2019,Thursday,21,March,2019,Mauritius,Holi,Hindu Holiday
4/6/2019,Saturday,6,April,2019,Mauritius,Ougadi,Public Holiday
5/1/2019,Wednesday,1,May,2019,Mauritius,Labour Day,Public Holiday
5/12/2019,Sunday,12,May,2019,Mauritius,Mother's Day,Observance
6/5/2019,Wednesday,5,June,2019,Mauritius,Eid al-Fitr,Public Holiday
6/16/2019,Sunday,16,June,2019,Mauritius,Father's Day,Observance
6/21/2019,Friday,21,June,2019,Mauritius,June Solstice,Season
7/29/2019,Monday,29,July,2019,Mauritius,Indian Ocean Island Games Celebration Holiday,Public Holiday
8/15/2019,Thursday,15,August,2019,Mauritius,Raksha Bandhan,Hindu Holiday
8/23/2019,Friday,23,August,2019,Mauritius,Janmashtami,Hindu Holiday
9/3/2019,Tuesday,3,September,2019,Mauritius,Ganesh Chaturthi,Public Holiday
9/23/2019,Monday,23,September,2019,Mauritius,September Equinox,Season
10/8/2019,Tuesday,8,October,2019,Mauritius,Dussehra,Hindu Holiday
10/27/2019,Sunday,27,October,2019,Mauritius,Divali,Public Holiday
11/1/2019,Friday,1,November,2019,Mauritius,All Saints Day,Public Holiday
11/2/2019,Saturday,2,November,2019,Mauritius,Arrival of Indentured Labourers,Public Holiday
12/22/2019,Sunday,22,December,2019,Mauritius,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Mauritius,Christmas Day,Public Holiday
1/1/2019,Tuesday,1,January,2019,Mayotte,New Year's Day,Public Holiday
3/21/2019,Thursday,21,March,2019,Mayotte,March Equinox,Season
4/3/2019,Wednesday,3,April,2019,Mayotte,Mi'raj,Optional Holiday
4/22/2019,Monday,22,April,2019,Mayotte,Easter Monday,Public Holiday
5/1/2019,Wednesday,1,May,2019,Mayotte,Labour Day,Public Holiday
5/8/2019,Wednesday,8,May,2019,Mayotte,Victory Day,Optional Holiday
5/30/2019,Thursday,30,May,2019,Mayotte,Ascension Day,Optional Holiday
6/5/2019,Wednesday,5,June,2019,Mayotte,Eid al-Fitr,Optional Holiday
6/10/2019,Monday,10,June,2019,Mayotte,Whit Monday,Optional Holiday
6/21/2019,Friday,21,June,2019,Mayotte,June Solstice,Season
7/14/2019,Sunday,14,July,2019,Mayotte,French National Day,Optional Holiday
8/11/2019,Sunday,11,August,2019,Mayotte,Eid al-Adha,Public Holiday
8/15/2019,Thursday,15,August,2019,Mayotte,Assumption of Mary,Optional Holiday
9/23/2019,Monday,23,September,2019,Mayotte,September Equinox,Season
